Santhali_word,English_words,Grammer,Audio_links
jəlɑm,net,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult28_M_net_2.mp3
jənoʔ,broom,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult9_F_broom.mp3
jətə jəgɑ,everywhere,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv25a_F_everywhere.mp3
jʰɑw̃ɑ gidrə,twin,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU44_F_twin_2.mp3
jʰɑw̃ɑ gidrə,twin,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU44_F_twin_2.mp3
jʰəl,long,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj42_M_long.mp3
jʰil,meat,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN34_M_meat.mp3
jʰola,bag,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult4_F_bag.mp3
johər,hello,NaN,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv14_M_hello.mp3
joto,every,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj26_M_every.mp3
jotokon cetɑn,ontop,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP28_M_ontop.mp3
jɔ̃kʰ,leech,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN29_M_leech.mp3
juɑn ~ juən,young,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj74_F_young.mp3
k(r)ɑhɔ̃ ~ kɑhũ,crow,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN13_M_crow_2.mp3
kaʈub,Finger,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Finger.mp3
kɑlɑ,deaf(M),adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj20_M_deaf(M).mp3
kɑli,deaf(F),adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj20_M_deaf(F).mp3
kɑrɑʔ,cough,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP66_G_cough.mp3
kɑ̃ɽɑ,blind,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj9_M_blind.mp3
kɑɽɑm jənoʔ,hardbroom,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult9a_F_hardbroom.mp3
kɑʈkom,crab,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN11_M_crab.mp3
kɑʈuk’,finger,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP22_J_finger.mp3
keʈɛt’,hard,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj33_F_hard.mp3
keva,Chin,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Chin.mp3
kewɑ,chin,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP3_G_chin.mp3
kəhəni,story,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_O9_F_story.mp3
kənci,basket,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult5_F_basket.mp3
kəʈik’ bərti,much,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv27_F_much.mp3
kəʈit’,little,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj41_F_little.mp3
kəʈit’,small,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj63_F_small.mp3
kʰɑndri,deep,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj21_M_deep_2.mp3
kʰəncɑ,cage,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult10_M_cage.mp3
kʰon,from,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP16_M_from.mp3
kʰraʔ,Cough,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Cough.mp3
kiminin,daughter-in-law,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU28_F_daughterinlaw.mp3
kisəɽ,rich,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj54_M_rich.mp3
koɽɑ,male,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj43_M_male.mp3
koɽɑ,boy,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU24_F_boy.mp3
kɔhni,elbow,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Elbow.mp3
kɔɽam,Chest,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Chest.mp3
kɔɽɑm,chest,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP17_G_chest.mp3
kuhni,elbow,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP21_G_elbow_2.mp3
kukmu,dream,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_O2_F_dream.mp3
kumbəʔ ɔɽɑʔ,hut,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult24_F_hut.mp3
kurit’,eagle,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN16_F_eagle.mp3
kurit’,hawk,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN26_M_hawk.mp3
kuɽi,girl,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU23_M_girl.mp3
laʔi,Stomach,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Stomach.mp3
lɑc’,pregnant,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj52_M_pregnant.mp3
lɑc’,intestines,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP48_J_intestines.mp3
lɑgit’,for,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP15_F_for.mp3
lɑŋgɑ,tired,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj69_F_tired.mp3
lɑser,sharpeningtools,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult31_F_sharpeningtools.mp3
lɑsɛr,sharp,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj59_F_sharp.mp3
lɑtɑre,beneath,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP10_F_beneath_2.mp3
lil,blue,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Col2_M_blue.mp3
lo,burned,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj13_F_burned.mp3
loɛ,Penis,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Penis.mp3
logən,fast,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj27_F_fast.mp3
logən,quickly,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv19_M_quickly_2.mp3
lohot’,wet,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj72_M_wet.mp3
lolo,hot,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj36_F_hot.mp3
lɔc’,penis,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP53_J_penis.mp3
ludu,cockroach,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN10_M_cockroach.mp3
lutur,ear,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP4_J_ear.mp3
mɑcɑ,hammock,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult20_F_hammock.mp3
mɑhɑder,dayaftertomorrow,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv5_M_dayaftertomorrow.mp3
mɑjʰi hɑɽɑm,chief,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU41_F_chief.mp3
mɑmɑ,uncle,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU18a_F_uncle.mp3
mɑmi,aunt,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU17a_F_aunt.mp3
mɑrɑŋ,elderly,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj25_F_elderly.mp3
mɑrɑŋ,big,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj37b_M_big.mp3
mɑrɛ,old,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj45_M_old.mp3
mɑɽɑŋ,before,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP7_F_before.mp3
mɑɽɑŋre,front,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP18_F_front.mp3
mɑyɑm,blood,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP47_G_blood_2.mp3
mɑʔtoʔ(i)ncəlɑknɑ,goodbye,NaN,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv16_M_goodbye.mp3
mec’,eye,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP5_G_eye.mp3
mec’ kəʈi,eyebrow,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP6_G_eyebrow.mp3
med,Eye,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Eye.mp3
med kuʈi,Eyebrow,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Eyebrow.mp3
məc’,ant,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN1_M_ant.mp3
məjam,Blood,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Blood.mp3
miɑŋ ~ meɑŋ,daybeforeyesterday,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv6_F_daybeforeyesterday.mp3
misrɛɲ,sister,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU8_F_sister.mp3
misrɛɲ,youngersister,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU9_M_youngersister.mp3
mit’,alone,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj2_F_alone.mp3
mit’,one,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num1_M_one.mp3
mit’ sɑi,onehundred,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num100_M_onehundred.mp3
mitok’ ~ mituk’,now,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv4_F_now.mp3
moca,mouth,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP8_J_mouth.mp3
moloŋ,forearm,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP25_G_forehead.mp3
mɔlɔŋ,Forearm,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Forearm.mp3
mɔɽɛ,five,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num5_M_five.mp3
mɔɽɛ gɛl,fifty,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num50_M_fifty.mp3
mɔʧa,Mouth,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Mouth.mp3
mũ,nose,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP7_J_nose.mp3
mucət’,over,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP30_M_over_2.mp3
nɑike,priest,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU51_F_priest.mp3
nɑkit’,comb,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult11_F_comb.mp3
nɑnhɑ,thin,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj68_M_thin.mp3
nɑpɑi,better,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj8_M_better_2.mp3
nɑpɑi,good,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj76_F_good.mp3
nɑwɑ,new,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj44_M_new_2.mp3
nɑwɑ bɑhu,bride,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU47_M_bride.mp3
nɑwɑ jɑw̃ɑi,groom,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU48_M_groom.mp3
nəno,bosom/breast,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP40_J_breasts_2.mp3
nidir,whiteant,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN49_F_whiteant_2.mp3
noɑ pununsɛn,aroundhere,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP5_F_aroundhere.mp3
noɖe kʰon,fromhere,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP17_F_fromhere.mp3
nɔ̃ɑ̃,this,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro19_F_this.mp3
nɔɖe,here,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro22_M_here.mp3
nunu,Breast,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Breast.mp3
ɲətum,name,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_O4_M_name.mp3
ɲidərɛ,phraseatnight,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv7_F_atnight.mp3
ɲutʰ,dark,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj18_M_dark.mp3
okɑre,where,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro28_M_where.mp3
okoi,who,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro30_M_who.mp3
okoya,which,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro29_F_which.mp3
onɑriɑʔ mɑne,bymeansof,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP13_M_bymeansof_3.mp3
oɲjrɑ,dirty,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj22_F_dirty_2.mp3
oɽɑʔgoŋke,wife,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU11_M_wife_2.mp3
osɑr,wide,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj73_F_wide.mp3
ɔnɑ,that,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro18_F_that.mp3
ɔnɑ pɔrɛ,then,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro20_M_then_2.mp3
ɔɳɖe,there,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro21_M_there.mp3
ɔɽɑʔ,house,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult23_M_house_2.mp3
pɑɲjərɑ,rib,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP41_J_rib.mp3
pɑŋkʰɑ,fan,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult14_F_fan.mp3
pɑrsi(h),language(orword),noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_O8_M_language_2.mp3
pɑtlɑ dɑʔsɛn,diarrhea,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP64_J_diarrhea.mp3
pɑʈuɑ,intestinalparasite,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN28_M_intestinalparasite_2.mp3
pe,three,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num3_F_three.mp3
pe gɛl,thirty,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num30_M_thirty.mp3
pe gɛl mɔɽɛ,thirtyfive,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num35_F_thirtyfive.mp3
pereʔi hɔɽmo,pregnant,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj52a_F_pregnant.mp3
peska,Testicles,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Testicles.mp3
pə̃kɽə,feather,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN19_F_feather_2.mp3
pə̃kɽə,wing,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN52_M_wing.mp3
pə̃kɽə,feather,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN19_F_feather_2.mp3
pə̃kɽə,wing,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN52_M_wing.mp3
pənʤra,Rib,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Rib.mp3
pɛskɑ,testicles,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP55_J_testicles.mp3
pɔɽcɑ,bowstring,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult7_F_bowstring.mp3
pun,four,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num4_F_four.mp3
pun gɛl,fourty,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num40_F_fourty.mp3
pununsɛn,around,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP4_M_around.mp3
purudʰul,gray-haired-person,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU35_M_grayhairedperson.mp3
pũt’,white,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Col6_M_white.mp3
rɑbɑŋ,cold,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj16_M_cold.mp3
rɑmɑ,fingernail,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP23_J_fingernail.mp3
rɑndi erɑ,widow,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU46_F_widow.mp3
rɑput’,"broken,be",adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj12_M_broken_2.mp3
reŋget’,hungry,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj37_F_hungry.mp3
reŋgeʔi hɔɽ,poor,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj49_F_poor.mp3
rəma,Fingernail,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Fingernail.mp3
rəs,Sperm,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Sperm.mp3
rɛskə,happy,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj32_F_happy.mp3
rɛskə,happy,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj32_F_happy.mp3
rimil,cloudy,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj15_M_cloudy.mp3
ro,fly(n),noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN23_M_fly.mp3
rohɔɽ,dry,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj24_F_dry.mp3
rohɔɽ hɑkuk’,phrasedryfish,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj24c_M_dryfish.mp3
rohɔɽ jo,phrasedryfruit,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj24b_M_dryfruit.mp3
rohɔɽɑkɑnɑ,dried,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj23_F_dried.mp3
ros,scrotum,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP54_S_scrotum_2.mp3
roʈe,frog,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN24_M_frog.mp3
sɑnɑm,all,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj1_F_all_2.mp3
sɑnɑmko,together,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv24_M_together_2.mp3
sɑɔ̃te,with,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP33_F_with.mp3
sɑpʰɑ,clean,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj14_M_clean.mp3
sɑr,arrow,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult1_M_arrow.mp3
sɑ̃ɽim,roof(orgranary),noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult30_F_roof.mp3
sɑ̃ɽim,granary(orroof),noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult37_M_granary.mp3
sɑsɑŋ,yellow,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Col7_F_yellow_2.mp3
sɑsɔn,grave,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult19_M_grave.mp3
selet’ kɑ,inadditionto,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP20_M_inadditionto_2.mp3
setɑ,dog,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN14_F_dog.mp3
setɑk’ bɛɽɑ,phraseinmorning,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv8_M_inthemorning.mp3
sənɑm jəgə ~ sɑnɑm jəgɑ,everywhere,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv25_F_everywhere.mp3
sənəc’,mucus,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP65_G_mucus.mp3
səri,true,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj70_M_true.mp3
sɛreɲ,song,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult32_M_song_2.mp3
si,"louse,head",noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN31_M_headlice.mp3
sik(ə)ɽi,mosquito,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN36_M_mosquito.mp3
sikəriə,hunter,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU39_F_hunter.mp3
sikəriə,hunter,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_HU39_F_hunter.mp3
sim,chicken,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN8_F_chicken.mp3
sim bili,chickenegg,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN9_F_chickenegg.mp3
sip’ kɑʈuk’,littlefinger,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP26_J_littlefinger.mp3
sipkaʈub,"JitenderNathHasda,",Speaker:,http://talkingdictionary.swarthmore.edu/santali/?entry=448
sĩɽi,ladder,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult35_M_ladder.mp3
so(h),smell,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_O6_M_smell.mp3
somɑn,flat,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj29_M_flat.mp3
sukri,pig,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN39_F_pig.mp3
sukri,sow,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN43_M_sow.mp3
sukri ɖɑʈɑ,boartusk,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN48c_F_boartusk.mp3
sunui,Mucus,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Mucus.mp3
surɛ,near,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP24_F_near_2.mp3
sursupər,besides,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP11_F_beside.mp3
sursupərɛ,nearby,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP26_F_nearby.mp3
t(ə)rui,six,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num6_M_six.mp3
t(ə)rui gɛl,sixty,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Num60_F_sixty.mp3
taren,Shoulder,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Shoulder.mp3
tɑlɑmɑlɑre,center,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP14_F_center.mp3
tɑren,arm,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP18_J_arm.mp3
tɑrup’,tiger,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN45_F_tiger.mp3
tɑyɑŋ,crocodile,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN12_F_crocodile.mp3
tɑyom,behind,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP9_F_behind.mp3
tɑyoməkɑn,backwards,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv23_F_backwards.mp3
tehen,today,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv1_F_today.mp3
terom,bee,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN4_M_bee.mp3
tʰətnɑ,cheek,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP9_J_cheek.mp3
tʰikʰ,right,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj55_F_right.mp3
tʰiruʔmɛ,silent,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj61_F_silent_2.mp3
tʰɔtʰna,Cheek,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali09_29_2011_R_JNH_Cheek.mp3
ti,hand,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP19_G_hand.mp3
tiː,Hand,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Hand.mp3
tiju,insect,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN27_M_insect.mp3
tiju,worm,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN53_F_worm_2.mp3
tikʰ,"lice,body",noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AN30_M_bodylice_2.mp3
tinəʔ,"howmany,howmuch",pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro24_F_howmany_2.mp3
tinəʔ,"howmuch,howmany",pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro25_M_howmuch.mp3
tire,when,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro27_F_when.mp3
tirio,flute,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult17_F_flute.mp3
tisobɑm,never,adverb,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adv10_M_never.mp3
tisɔ̃bɑm,impossible,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj38_F_impossible_2.mp3
torəc’,ash,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult2_F_ash.mp3
